"","name","address","city","state","zip","Zip.Plus","Contact.First.Name","Contact.Last.Name","Contact.Title","Phone","Business.Description","Primary.NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business.Type","County","Employee","Annual.Sales","URL","Year.Established","address_new","url","type","latitude","longitude"
"360","Rendezvous Mountain Educ State","1956 Rendezvous Mountain Rd","Purlear","NC",28665,8944,"Matt","Haynes","Other",3366675072,"Museums",712110,921120,NA,NA,NA,"State","Wilkes",3,NA,"ncparks.gov",2001,"1956 Rendezvous Mountain Rd Purlear NC 28665","https://www.ncparks.gov","Science&Tech",36.22294671,-81.29387703
"361","Museum of Coastal Carolina","21 E Second St","Ocean Isle Beach","NC",28469,7615,"Jerry","Rothenberg","President",9105791016,"Museums",712110,NA,NA,NA,NA,"Private","Brunswick",9,NA,"museumplanetarium.org",1991,"21 E Second St Ocean Isle Beach NC 28469","https://www.museumplanetarium.org","History",33.8891207,-78.4347802
"362","Allison Woods Outdoor Learning","2106 Turnersburg Hwy","Statesville","NC",28625,1537,"Selena","Goodin","Director",7048735976,"Museums",712110,712120,813319,712130,NA,"Private","Iredell",2,NA,"allisonwoodsoutdoorlearningcenter.com",1992,"2106 Turnersburg Hwy Statesville NC 28625","https://www.allisonwoodsoutdoorlearningcenter.com","Science&Tech",35.90397743,-80.8186064
"363","Broad River Gems & Mining Co","218 River Lndg","Rutherfordton","NC",28139,7390,"Susan","Wood","Owner",8282861220,"Museums",712110,NA,NA,NA,NA,"Private","Rutherford",4,NA,"broadrivergemsandmining.com",2009,"218 River Lndg Rutherfordton NC 28139","https://www.broadrivergemsandmining.com","Science&Tech",35.41631994,-82.12361086
"364","Catawba Science Ctr","243 3rd Ave NE # 3W","Hickory","NC",28601,5151,"Kelle","Huffman","President",8283228169,"Museums",712110,712190,999990,NA,NA,"Private","Catawba",44,NA,"catawbascience.org",1975,"243 3rd Ave NE # 3W Hickory NC 28601","https://www.catawbascience.org","Science&Tech",35.73558388,-81.33451541
"365","Colburn Gem & Mineral Museum","2 S Pack Sq","Asheville","NC",28801,3521,NA,NA,NA,8282547162,"Museums",712110,NA,NA,NA,NA,"Private","Buncombe",2,NA,NA,2019,"2 S Pack Sq Asheville NC 28801","","Science&Tech",35.59487333,-82.55160773
"366","Imagination Station Sci Msm","224 E Nash St","Spring Hope","NC",27882,8193,"Nancy","Vandolson","Director",2522915113,"Museums",712110,NA,NA,NA,NA,"Private","Nash",12,NA,"scienceandhistory.org",1989,"224 E Nash St Spring Hope NC 27882","https://www.scienceandhistory.org","Science&Tech",35.94619513,-78.11067254
"367","Mineral-Lapidary Msm-Henderson","400 N Main St","Hendersonville","NC",28792,4901,"Helen","Hauser","CEO",8286981977,"Museums",712110,813319,921120,NA,NA,"County","Henderson",1,NA,"mineralmuseum.org",1996,"400 N Main St Hendersonville NC 28792","https://www.mineralmuseum.org","Science&Tech",35.31685157,-82.46018037
"368","Monroe Science Ctr","318 E Franklin St","Monroe","NC",28112,4820,NA,NA,NA,7042824570,"Museums",712110,NA,NA,NA,NA,"Private","Union",2,NA,NA,2023,"318 E Franklin St Monroe NC 28112","","Science&Tech",34.98266645,-80.54713458
"369","Morehead Planetarium","910 Raleigh Rd","Chapel Hill","NC",27514,3916,NA,NA,NA,9199621370,"Museums",712110,NA,NA,NA,NA,"Private","Orange",3,NA,"moreheadplanetarium.org",1949,"910 Raleigh Rd Chapel Hill NC 27514","https://www.moreheadplanetarium.org","Science&Tech",35.90894667,-79.0285006
"370","Morehead Planetarium & Sci Ctr","1700 Mlk Blvd","Chapel Hill","NC",27514,1965,NA,NA,NA,9198437618,"Museums",712110,NA,NA,NA,NA,"Private","Orange",2,NA,"moreheadplanetarium.org",1949,"1700 Mlk Blvd Chapel Hill NC 27514","https://www.moreheadplanetarium.org","Science&Tech",35.96405713,-79.05828991
"371","Museum of NC Minerals","79 Parkway Maintenance Rd","Spruce Pine","NC",28777,6394,"Tina","White","Manager",8287652761,"Museums",712110,712190,NA,NA,NA,"Private","Mitchell",6,NA,"blueridgeheritage.com",1955,"79 Parkway Maintenance Rd Spruce Pine NC 28777","https://www.blueridgeheritage.com","Science&Tech",35.85408026,-82.05117411
"372","Robeson Planetarium & Sci Ctr","420 Caton Rd","Lumberton","NC",28360,NA,"Ken","Brandt","Director",9107352147,"Museums",712110,712110,NA,NA,NA,"Private","Robeson",3,NA,NA,2017,"420 Caton Rd Lumberton NC 28360","","Science&Tech",34.62486828,-79.05531355
"373","Neuseway Planetarium Health","403 W Caswell St","Kinston","NC",28504,NA,"Cindy","Bingham","Director",2529393302,"Museums",712110,712110,NA,NA,NA,"Private","Lenoir",3,NA,"kinstonnc.gov",2010,"403 W Caswell St Kinston NC 28504","https://www.kinstonnc.gov","Science&Tech",35.260463,-77.5933895
"374","Science Museums of Wilson","224 Nash St S","Wilson","NC",27893,3885,"Jonathan","Brooks","Marketing",2522340134,"Museums",712110,813319,813410,NA,NA,"Private","Wilson",3,NA,"scienceandhistory.org",2011,"224 Nash St S Wilson NC 27893","https://www.scienceandhistory.org","Science&Tech",35.724036,-77.910037
"375","American Classic Motorcycle Co","1170 US Highway 64 W","Asheboro","NC",27205,2250,"Ed","Rich","Owner",3366299564,"Museums",712110,811310,NA,NA,NA,"Private","Randolph",1,NA,NA,2005,"1170 US Highway 64 W Asheboro NC 27205","","Transportation",35.68681274,-79.83945222
"376","Burgaw Train Depot","115 S Dickerson St","Burgaw","NC",28425,NA,NA,NA,NA,9102599817,"Museums",712110,712120,NA,NA,NA,"Private","Pender",2,NA,"visitnc.com",2017,"115 S Dickerson St Burgaw NC 28425","https://www.visitnc.com","Transportation",34.54999252,-77.92790455
"377","Carolinas Aviation Museum","1026 Jay St","Charlotte","NC",28208,4431,"Stephen","Saucier","President",7043598442,"Museums",712110,712120,813319,999990,NA,"Private","Mecklenburg",11,NA,"carolinasaviation.org",1991,"1026 Jay St Charlotte NC 28208","https://www.carolinasaviation.org","Transportation",35.23484001,-80.87241119
"378","Chadbourn Depot Museum","201 W 1st Ave","Chadbourn","NC",28431,1703,NA,NA,NA,9106546269,"Museums",712110,NA,NA,NA,NA,"Private","Columbus",1,NA,NA,1992,"201 W 1st Ave Chadbourn NC 28431","","Transportation",34.32358695,-78.82833978
"379","Culver Auto Racing Museum","1305 Short Journey Rd","Smithfield","NC",27577,6605,"Chad","Culver","Manager",9190001111,"Museums",712110,NA,NA,NA,NA,"Private","Johnston",2,NA,"culverautoracingmuseum.com",2019,"1305 Short Journey Rd Smithfield NC 27577","https://www.culverautoracingmuseum.com","Transportation",35.53741652,-78.42342683
"380","Estes-Winn Antique Car Museum","111 Grovewood Rd","Asheville","NC",28804,2858,"Barbara","Blomberg","President",8282532698,"Museums",712110,NA,NA,NA,NA,"Private","Buncombe",3,NA,"grovewood.com",1966,"111 Grovewood Rd Asheville NC 28804","https://www.grovewood.com","Transportation",35.62308104,-82.54402943
"381","Fair Bluff Depot Museum","339 Railroad St","Fair Bluff","NC",28439,NA,NA,NA,NA,9106497707,"Museums",712110,712120,813410,541720,NA,"Private","Columbus",2,NA,NA,2011,"339 Railroad St Fair Bluff NC 28439","","Transportation",34.31484845,-79.03080656
"382","Kyle Busch Motorsports","351 Mazeppa Rd","Mooresville","NC",28115,7929,"Kyle","Busch","Owner",7046620000,"Museums",712110,NA,NA,NA,NA,"Private","Iredell",15,NA,NA,1985,"351 Mazeppa Rd Mooresville NC 28115","","Transportation",35.61963941,-80.80357656
"383","Lake Waccamaw Depot Museum","201 Flemington Dr","Lake Waccamaw","NC",28450,NA,"Rebecca","Lane","Manager",9106461992,"Museums",712110,813319,NA,NA,NA,"Private","Columbus",1,NA,"lakewaccamawdepotmuseum.com",1977,"201 Flemington Dr Lake Waccamaw NC 28450","https://www.lakewaccamawdepotmuseum.com","Transportation",34.32085786,-78.52207937
"384","Morrison Motor Car Museum","4545 Concord Pkwy S","Concord","NC",28027,4618,"Lindsay","Morrison-Hartm","Director",7047889500,"Museums",712110,722320,459420,NA,NA,"Private","Cabarrus",4,NA,"morrisonmotorco.com",1970,"4545 Concord Pkwy S Concord NC 28027","https://www.morrisonmotorco.com","Transportation",35.35959887,-80.67441987
"385","Museum of Railroad House","110 Charlotte Ave","Sanford","NC",27330,4304,"Oliver","Crawley","President",9197767479,"Museums",712110,712120,813319,NA,NA,"Private","Lee",3,NA,"railroadhouse.org",1962,"110 Charlotte Ave Sanford NC 27330","https://www.railroadhouse.org","Transportation",35.48167562,-79.17727515
"386","National Railroad Museum","120 E Spring St","Hamlet","NC",28345,2845,"Tim","Nevinger","President",9105823555,"Museums",712110,459420,813319,NA,NA,"Private","Richmond",6,NA,"fortbranchcivilwarsite.com",1976,"120 E Spring St Hamlet NC 28345","https://www.fortbranchcivilwarsite.com","Transportation",34.88742468,-79.69582312
"387","North Carolina Auto Racing Hof","119 Knob Hill Rd","Mooresville","NC",28117,6847,"Todd","Morris","Director",7046635331,"Museums",712110,813319,NA,NA,NA,"Private","Iredell",2,NA,"ncarhof.com",1994,"119 Knob Hill Rd Mooresville NC 28117","https://www.ncarhof.com","Transportation",35.59035364,-80.86424182
"388","North Carolina Aviation Museum","2222 Pilots View Rd # G","Asheboro","NC",27205,9668,"Roy","Gilliland","Manager",3366250170,"Museums",712110,813319,NA,NA,NA,"Private","Randolph",3,NA,NA,2003,"2222 Pilots View Rd # G Asheboro NC 27205","","Transportation",35.65035487,-79.89148049
"389","North Carolina Maritime Msm","204 E Moore St","Southport","NC",28461,3928,"Mary","Strickland","Exec Director",9104775151,"Museums",712110,NA,NA,NA,NA,"Private","Brunswick",3,NA,"ncmaritimemuseumsouthport.com",2011,"204 E Moore St Southport NC 28461","https://www.ncmaritimemuseumsouthport.com","Transportation",33.91886373,-78.01686322
"390","North Carolina Maritime Museum","315 Front St","Beaufort","NC",28516,2124,"Elwyn","Wood","President",2527287317,"Museums",712110,519210,NA,NA,NA,"Private","Carteret",27,NA,"ncmaritimemuseumbeaufort.com",1974,"315 Front St Beaufort NC 28516","https://www.ncmaritimemuseumbeaufort.com","Transportation",34.71769723,-76.66697038
"391","Roanoke Island Maritime Museum","104 Fernando St","Manteo","NC",27954,NA,"Robey","Putnam","Manager",2524751750,"Museums",712110,712120,NA,NA,NA,"Private","Dare",1,NA,NA,1998,"104 Fernando St Manteo NC 27954","","Transportation",35.90210979,-75.67875967
"392","Wilmington Railroad Museum","505 Nutt St # 6","Wilmington","NC",28401,3316,"Mark W","Koenig","Exec Director",9107632634,"Museums",712110,813319,NA,NA,NA,"Private","New Hanover",5,NA,"wrrm.org",1979,"505 Nutt St # 6 Wilmington NC 28401","https://www.wrrm.org","Transportation",34.24167914,-77.95030145
"393","Smoky Mountain Trains","100 Greenlee St","Bryson City","NC",28713,NA,"Timothy O","Cooper","CEO",8284882122,"Museums",712110,NA,NA,NA,NA,"Private","Swain",5,NA,"gsmr.com",2002,"100 Greenlee St Bryson City NC 28713","https://www.gsmr.com","Transportation",35.43075445,-83.44564155
"394","North Carolina Railway Museum","3900 Bonsal Rd","New Hill","NC",27562,NA,NA,NA,NA,9193965833,"Museums",712110,813319,NA,NA,NA,"Private","Wake",2,NA,"triangletrain.com",1983,"3900 Bonsal Rd New Hill NC 27562","https://www.triangletrain.com","Transportation",35.65947,-78.974528
"395","Our Dream Auto Museum","117 Loma Hill Dr","Mooresville","NC",28117,8094,"Dan","Arnold","Manager",7046649743,"Museums",712110,441120,811121,NA,NA,"Private","Iredell",3,NA,"ourdreamauto.com",2014,"117 Loma Hill Dr Mooresville NC 28117","https://www.ourdreamauto.com","Transportation",35.58986,-80.861556
